     1 , 4194930.50
     2 , 4201499.00
     3 , 4122304.75
     4 , 3845106.25
     5 , 4010324.50
     6 , 3988021.50
     7 , 3681317.50
     8 , 3709991.00
     9 , 3567260.50
    10 , 3402735.00
    11 , 3279215.00
    12 , 3068901.00
    13 , 3054204.75
    14 , 2813248.75
    15 , 2681669.25
    16 , 2307703.00
    17 , 2171585.75
    18 , 1917231.12
    19 , 1731311.00
    20 , 1572900.00
    21 , 1226831.62
    22 ,  948991.44
    23 ,  698343.75
    24 ,  348761.09
    25 ,  389360.78
    26 ,   57296.36
    27 , -208211.19
    28 , -327580.81
    29 , -680551.19
    30 , -1041966.12
    31 , -1185834.38
    32 , -1485373.00
    33 , -1752456.12
    34 , -1844824.00
    35 , -2148634.50
    36 , -2196450.50
    37 , -2392139.50
    38 , -2715110.00
    39 , -2873263.75
    40 , -2986481.50
    41 , -3196463.50
    42 , -3330446.00
    43 , -3416536.50
    44 , -3529411.50
    45 , -3728056.00
    46 , -3768990.50
    47 , -3914426.75
    48 , -3883545.00
    49 , -3981441.25
    50 , -3974088.50
    51 , -4182106.75
    52 , -4119082.25
    53 , -4063218.75
    54 , -4093987.50
    55 , -4074779.00
    56 , -4022192.00
    57 , -4136907.25
    58 , -3732067.00
    59 , -3738219.25
    60 , -3704454.25
    61 , -3730485.50
    62 , -3563954.25
    63 , -3512181.50
    64 , -3222235.00
    65 , -3272712.25
    66 , -2925586.00
    67 , -2695242.50
    68 , -2516528.75
    69 , -2175503.50
    70 , -2052357.50
    71 , -1728998.75
    72 , -1605916.75
    73 , -1373192.12
    74 , -1298165.62
    75 , -946357.44
    76 , -668520.44
    77 , -453559.78
    78 , -173300.59
    79 ,  169406.39
    80 ,  294786.94
    81 ,  516890.50
    82 ,  834310.19
    83 , 1176397.38
    84 , 1306665.12
    85 , 1538032.12
    86 , 1776667.00
    87 , 2143309.25
    88 , 2199355.75
    89 , 2381857.00
    90 , 2836355.25
    91 , 2696137.00
    92 , 2846065.50
    93 , 3181827.75
    94 , 3265284.50
    95 , 3547390.00
    96 , 3518536.50
    97 , 3595430.50
    98 , 3789049.50
    99 , 3982384.75
   100 , 3790310.25
   101 , 3977677.50
   102 , 4148977.00
   103 , 4200973.50
   104 , 4175229.00
   105 , 4173274.25
   106 , 4242730.00
   107 , 4146468.00
   108 , 4121885.00
   109 , 4124633.50
   110 , 3951234.00
   111 , 3751536.00
   112 , 3633140.50
   113 , 3823786.00
   114 , 3531610.50
   115 , 3581449.50
   116 , 3407364.75
   117 , 3080669.25
   118 , 2970322.00
   119 , 2678561.00
   120 , 2567249.75
   121 , 2443022.00
   122 , 2392807.25
   123 , 1943172.12
   124 , 1740184.50
   125 , 1600113.88
   126 , 1326730.62
   127 , 1214285.88
   128 ,  770291.06
   129 ,  516123.97
   130 ,  369227.25
   131 ,  208135.47
   132 , -329437.09
   133 , -239628.09
   134 , -707824.56
   135 , -1037331.25
   136 , -1236630.38
   137 , -1401392.00
   138 , -1655863.75
   139 , -1880909.38
   140 , -2068513.50
   141 , -2277697.50
   142 , -2594330.00
   143 , -2708099.00
   144 , -2963636.00
   145 , -3020204.50
   146 , -3060802.75
   147 , -3471273.00
   148 , -3570020.50
   149 , -3548229.00
   150 , -3703137.00
   151 , -3832121.50
   152 , -3891290.75
   153 , -4152198.00
   154 , -4124242.25
   155 , -4239546.00
   156 , -4235548.50
   157 , -4213336.00
   158 , -3985850.50
   159 , -4108466.50
   160 , -4216517.50
   161 , -4000780.25
   162 , -3995970.50
   163 , -3819332.25
   164 , -3983301.50
   165 , -3694273.50
   166 , -3764283.25
   167 , -3467294.25
   168 , -3290067.00
   169 , -3241485.50
   170 , -3055914.00
   171 , -3025638.50
   172 , -2522474.50
   173 , -2495782.25
   174 , -2151449.50
   175 , -2156726.75
   176 , -1988566.75
   177 , -1656798.25
   178 , -1399550.50
   179 , -1029515.75
   180 , -1037080.62
   181 , -688630.00
   182 , -343393.16
   183 , -171886.19
   184 ,   62952.77
   185 ,  322897.91
   186 ,  638847.69
   187 ,  557434.62
   188 , 1127531.62
   189 , 1365835.88
   190 , 1504984.00
   191 , 1707790.88
   192 , 1895152.88
   193 , 2220763.75
   194 , 2334938.25
   195 , 2731795.75
   196 , 2758701.00
   197 , 2907734.00
   198 , 3199183.50
   199 , 3261792.25
   200 , 3552402.50
   201 , 3552996.25
   202 , 3608615.00
   203 , 3836940.00
   204 , 3892615.50
   205 , 3906335.75
   206 , 4125805.50
   207 , 4051803.50
   208 , 4138186.50
   209 , 4094588.75
   210 , 4009955.00
   211 , 4252083.50
   212 , 4173881.00
   213 , 4131722.00
   214 , 4188938.50
   215 , 3888916.00
   216 , 4048514.50
   217 , 3723031.50
   218 , 3795144.00
   219 , 3714297.00
   220 , 3327140.00
   221 , 3163681.25
   222 , 3243896.50
   223 , 2918454.50
   224 , 2779184.50
   225 , 2582993.00
   226 , 2407204.00
   227 , 2076491.12
   228 , 2022527.00
   229 , 1746501.75
   230 , 1478758.88
   231 , 1381745.00
   232 , 1157066.38
   233 ,  788417.19
   234 ,  796915.62
   235 ,  339791.59
   236 ,  -29169.13
   237 , -249751.47
   238 , -394032.38
   239 , -595473.06
   240 , -838987.62
   241 , -1113996.88
   242 , -1435420.38
   243 , -1649497.25
   244 , -1800715.12
   245 , -2091725.00
   246 , -2147204.25
   247 , -2468058.50
   248 , -2735787.75
   249 , -2849775.00
   250 , -3094693.75
   251 , -3188391.75
   252 , -3456188.50
   253 , -3458534.25
   254 , -3606577.75
   255 , -3543852.75
