     1 , 4194872.00
     2 , 4201486.00
     3 , 4122210.50
     4 , 3845142.50
     5 , 4010290.00
     6 , 3987948.75
     7 , 3681212.00
     8 , 3709884.25
     9 , 3567268.00
    10 , 3402738.50
    11 , 3279184.75
    12 , 3068957.00
    13 , 3054173.75
    14 , 2813196.50
    15 , 2681614.25
    16 , 2307613.75
    17 , 2171557.25
    18 , 1917236.62
    19 , 1731337.50
    20 , 1572868.00
    21 , 1226785.75
    22 ,  948942.00
    23 ,  698330.69
    24 ,  348814.25
    25 ,  389443.72
    26 ,   57346.85
    27 , -208208.23
    28 , -327663.38
    29 , -680632.00
    30 , -1042025.75
    31 , -1185850.75
    32 , -1485369.00
    33 , -1752408.38
    34 , -1844816.88
    35 , -2148673.75
    36 , -2196469.75
    37 , -2392089.25
    38 , -2715082.00
    39 , -2873281.50
    40 , -2986386.75
    41 , -3196394.00
    42 , -3330307.75
    43 , -3416404.50
    44 , -3529268.00
    45 , -3728033.50
    46 , -3768991.00
    47 , -3914493.25
    48 , -3883567.00
    49 , -3981462.25
    50 , -3974044.00
    51 , -4181959.50
    52 , -4118996.25
    53 , -4063151.50
    54 , -4093911.75
    55 , -4074782.75
    56 , -4022184.25
    57 , -4136842.25
    58 , -3731920.25
    59 , -3738187.00
    60 , -3704377.50
    61 , -3730398.50
    62 , -3563826.00
    63 , -3512012.50
    64 , -3222113.75
    65 , -3272658.00
    66 , -2925530.25
    67 , -2695238.75
    68 , -2516489.75
    69 , -2175470.00
    70 , -2052254.62
    71 , -1728958.38
    72 , -1605889.38
    73 , -1373175.12
    74 , -1298119.88
    75 , -946356.31
    76 , -668495.88
    77 , -453539.78
    78 , -173312.39
    79 ,  169395.88
    80 ,  294722.22
    81 ,  516880.62
    82 ,  834328.81
    83 , 1176385.12
    84 , 1306701.00
    85 , 1538016.75
    86 , 1776679.12
    87 , 2143322.25
    88 , 2199409.25
    89 , 2381840.50
    90 , 2836369.50
    91 , 2696101.25
    92 , 2846020.50
    93 , 3181844.75
    94 , 3265187.25
    95 , 3547394.50
    96 , 3518564.50
    97 , 3595490.00
    98 , 3789043.00
    99 , 3982421.25
   100 , 3790218.75
   101 , 3977677.50
   102 , 4148999.75
   103 , 4200944.00
   104 , 4175256.75
   105 , 4173281.00
   106 , 4242659.00
   107 , 4146496.25
   108 , 4121754.25
   109 , 4124601.50
   110 , 3951202.50
   111 , 3751600.50
   112 , 3633222.75
   113 , 3824007.00
   114 , 3531755.75
   115 , 3581604.75
   116 , 3407550.25
   117 , 3080740.00
   118 , 2970304.00
   119 , 2678590.25
   120 , 2567167.75
   121 , 2442846.50
   122 , 2392644.75
   123 , 1943022.75
   124 , 1740005.62
   125 , 1600042.00
   126 , 1326642.75
   127 , 1214275.88
   128 ,  770330.38
   129 ,  516147.47
   130 ,  369262.03
   131 ,  208116.78
   132 , -329433.28
   133 , -239667.94
   134 , -707872.81
   135 , -1037336.50
   136 , -1236676.38
   137 , -1401455.62
   138 , -1655955.50
   139 , -1880981.12
   140 , -2068514.50
   141 , -2277689.50
   142 , -2594341.00
   143 , -2708068.00
   144 , -2963722.75
   145 , -3020271.00
   146 , -3060870.25
   147 , -3471316.25
   148 , -3570063.75
   149 , -3548218.00
   150 , -3703115.00
   151 , -3832073.50
   152 , -3891232.25
   153 , -4152214.50
   154 , -4124302.25
   155 , -4239661.50
   156 , -4235567.00
   157 , -4213430.00
   158 , -3985782.75
   159 , -4108448.25
   160 , -4216531.50
   161 , -4000722.50
   162 , -3996003.00
   163 , -3819301.50
   164 , -3983300.50
   165 , -3694279.00
   166 , -3764317.00
   167 , -3467369.25
   168 , -3290066.50
   169 , -3241498.50
   170 , -3055835.25
   171 , -3025634.75
   172 , -2522418.25
   173 , -2495605.00
   174 , -2151426.50
   175 , -2156631.00
   176 , -1988513.00
   177 , -1656777.12
   178 , -1399461.00
   179 , -1029487.50
   180 , -1037050.38
   181 , -688653.56
   182 , -343427.81
   183 , -171934.50
   184 ,   62831.80
   185 ,  322814.12
   186 ,  638760.50
   187 ,  557327.00
   188 , 1127487.38
   189 , 1365752.62
   190 , 1504960.75
   191 , 1707760.88
   192 , 1895143.12
   193 , 2220872.25
   194 , 2334994.75
   195 , 2731857.25
   196 , 2758770.25
   197 , 2907736.00
   198 , 3199112.25
   199 , 3261707.25
   200 , 3552327.25
   201 , 3552957.75
   202 , 3608642.75
   203 , 3837058.50
   204 , 3892576.25
   205 , 3906479.25
   206 , 4125822.75
   207 , 4051896.75
   208 , 4138219.00
   209 , 4094551.00
   210 , 4009958.75
   211 , 4252077.00
   212 , 4173820.50
   213 , 4131729.25
   214 , 4188783.00
   215 , 3888879.75
   216 , 4048547.75
   217 , 3722941.75
   218 , 3795079.00
   219 , 3714174.00
   220 , 3326963.50
   221 , 3163621.75
   222 , 3243828.75
   223 , 2918439.25
   224 , 2779256.50
   225 , 2582991.00
   226 , 2407257.25
   227 , 2076413.50
   228 , 2022463.25
   229 , 1746374.62
   230 , 1478657.38
   231 , 1381708.75
   232 , 1157025.38
   233 ,  788348.19
   234 ,  796868.31
   235 ,  339708.00
   236 ,  -29243.81
   237 , -249886.42
   238 , -394043.75
   239 , -595550.56
   240 , -838979.31
   241 , -1114007.38
   242 , -1435360.12
   243 , -1649475.12
   244 , -1800707.88
   245 , -2091786.25
   246 , -2147353.00
   247 , -2468144.25
   248 , -2735895.00
   249 , -2849889.00
   250 , -3094655.25
   251 , -3188447.75
   252 , -3456229.75
   253 , -3458538.75
   254 , -3606504.25
   255 , -3543845.00
